1 1
4.391e-15 0
0.00483387 0
0.999955 1
1.46031e-06 0
0.002978 0
1 1
0.999939 1
2.10566e-07 0
1 1
2.46223e-08 0
0.00311872 0
1.48239e-12 0
1.36808e-05 0
1 1
1.58914e-05 0
0.999999 1
1.26844e-12 0
0.999299 1
2.96733e-10 0
0.00172613 0
2.50645e-12 0
1 1
1 1
3.66467e-12 0
1.08409e-07 0
0.996504 1
6.99868e-10 0
0.999839 1
2.19401e-05 0
0.994033 1
0.999999 1
0.999392 1
1.00353e-17 0
1 1
4.92692e-16 0
0.999997 1
0.997164 1
4.02064e-08 0
1.9088e-08 0
0.997912 1
1 1
3.14739e-12 1
3.21437e-09 0
1 1
0.0043167 0
0.997904 1
0.997565 1
0.999889 1
6.50274e-05 0
0.995852 1
6.54154e-10 0
1 1
0.0060964 0
0.000331756 0
2.51379e-08 0
0.00100426 0
1 1
0.998974 1
3.6212e-06 0
3.70054e-12 0
1.01849e-10 0
0.999992 1
9.99546e-09 0
6.20745e-07 0
0.993862 1
4.25563e-10 0
2.44108e-07 0
1.82464e-08 0
2.9142e-08 0
3.62835e-07 0
0.998413 1
0.00274942 0
1 1
1.8862e-14 0
7.78934e-12 0
1 1
0.999994 1
4.25322e-09 0
2.63774e-07 0
2.76415e-13 0
1.76556e-12 0
0.999997 1
1.20613e-08 0
1 1
6.53391e-10 0
0.999981 1
1 1
0.999982 1
0.999035 1
0.999996 1
1 1
0.0109548 0
1 1
3.72063e-08 0
1 0
3.269e-12 0
4.96133e-11 0
1 1
2.65843e-12 0
3.84531e-07 0
1.37137e-11 0
0.999994 1
1.67187e-14 0
0.996422 1
1.92528e-05 0
8.68714e-12 0
1 1
2.08044e-09 0
0.998349 1
4.80848e-12 0
1 1
0.999998 1
0.0015817 0
1.25266e-08 0
2.91821e-06 0
0.998472 1
4.25245e-09 1
0.998 1
1 1
1 1
1 1
1 1
1 1
1.21884e-11 0
3.99067e-12 0
2.03047e-11 1
0.999998 1
1.34336e-05 0
0.999998 1
1.85897e-11 0
1 1
0.996058 1
1.44514e-16 0
0.00289295 0
2.22889e-05 0
2.26045e-10 0
0.00418577 0
0.999905 1
1 1
0.000748767 0
1.32533e-05 0
3.4571e-10 1
7.5627e-18 0
1 0
1 1
1.6647e-12 0
0.992785 1
7.47666e-12 0
1.27842e-08 0
1 1
9.15521e-05 0
0.999999 1
0.0111885 0
1 1
0.999227 1
1 1
2.35912e-12 0
1 1
1 1
7.66359e-10 0
0.999613 1
0.999843 1
3.48722e-06 0
2.06096e-14 0
6.09833e-13 1
0.999269 1
1.04808e-10 0
0.998197 1
1 1
1.53528e-07 0
1 1
1.19031e-11 0
1.6519e-13 0
1.22453e-13 0
7.88422e-15 0
1 1
5.97211e-10 0
2.88313e-12 0
0.996811 1
0.000684035 0
0.999949 1
1.03644e-07 0
7.6141e-05 0
0.0114555 0
3.93226e-08 0
0.998754 1
0.996158 1
1 1
0.00112575 0
9.70214e-07 0
1 1
7.61631e-08 0
2.04343e-13 0
0.999659 1
4.29274e-07 0
1.06656e-15 0
1 1
5.46869e-18 1
0.00328879 0
0.99757 1
1.72319e-08 0
3.29497e-07 0
2.70911e-08 0
0.998748 1
0.999998 1
0.00455424 0
0.999717 1
1 1
0.999993 1
9.13531e-06 0
