0.009412 0
1 1
2.81278e-12 0
3.07436e-08 0
1 1
2.99311e-06 0
0.00346997 0
3.66273e-06 0
3.77866e-06 0
0.99988 1
2.81249e-05 0
0.999995 1
2.05226e-11 0
7.73045e-09 0
0.999998 1
1.06342e-06 0
1 1
1 1
1 0
0.00522559 0
1 1
1 1
1.05457e-05 1
0.996074 1
1 1
1 1
2.03189e-08 0
8.24719e-11 0
0.998548 1
1.91468e-05 0
9.97679e-12 0
0.00185739 0
1 1
9.05139e-12 0
1 1
1 1
8.88534e-19 0
0.992083 1
0.999986 1
1 1
3.50045e-06 0
1.25414e-10 0
0.999977 1
1 1
0.999839 1
0.996223 1
1 1
1 1
0.99499 1
1.62827e-11 0
4.64188e-13 1
2.5247e-10 0
0.00455801 0
5.62143e-13 0
2.51903e-13 0
0.999998 1
1 1
2.55195e-09 0
0.99713 1
1 1
0.998446 1
1.03145e-08 0
1 1
2.28084e-10 0
1.21801e-06 0
7.54421e-12 0
1 1
2.69794e-13 0
1 1
1 1
1 1
1 1
1 1
1 1
6.99004e-08 0
1 1
1.91204e-11 0
4.32996e-12 0
1 1
1.20698e-12 1
0.00310574 0
0.999977 1
0.999494 1
0.999831 1
1 1
1 1
1.25924e-05 0
2.01038e-08 0
1 1
4.59351e-08 0
6.8888e-12 0
5.70369e-05 0
9.87972e-10 0
1 1
7.65662e-12 0
5.32627e-08 0
8.62043e-13 0
1.93167e-08 0
1 1
6.30307e-09 0
0.996383 1
7.70259e-07 0
0.000971045 0
0.999988 1
2.94684e-08 0
0.999979 1
0.989738 1
1.23624e-09 1
0.999716 1
2.3666e-08 0
0.995067 1
0.999975 1
1 1
3.55941e-05 0
6.36259e-17 0
0.00550642 0
1.5125e-10 0
3.79681e-08 0
0.00251549 0
5.80484e-13 0
0.990067 1
6.5233e-07 0
9.72115e-06 0
0.996905 1
9.46235e-17 1
3.21006e-08 0
1.51296e-06 0
1.59412e-10 0
1.35199e-11 0
1 0
5.03645e-16 0
4.99262e-13 0
1 1
2.50901e-07 0
0.999479 1
4.36443e-08 0
2.42886e-06 0
4.4022e-10 0
2.66573e-15 0
3.67508e-08 0
1.11584e-09 0
0.0074515 0
1.90056e-16 0
3.20081e-15 0
3.99967e-10 0
1.02668e-12 0
1.19588e-07 0
1 1
0.00726854 0
2.89847e-08 0
0.999235 1
1 1
1 0
1 1
9.65567e-09 0
7.82637e-14 0
0.00693405 0
0.000296924 0
0.994255 1
1 1
1 1
5.63734e-19 0
2.77074e-12 0
1.96916e-07 0
0.993651 1
1.24479e-12 0
2.73743e-10 0
4.99358e-11 0
0.999999 1
0.99634 1
1 1
0.00299195 0
1.57902e-13 0
6.20814e-07 0
0.999991 1
1 1
3.0499e-14 0
0.999997 1
2.059e-15 0
2.43222e-08 0
1.33956e-11 0
4.05017e-14 0
1.15929e-05 0
0.00525751 0
2.76373e-16 0
0.993941 1
8.97179e-10 0
6.06011e-12 0
9.06039e-09 0
0.999995 1
1 1
1 0
0.999997 1
4.59681e-05 0
2.5884e-18 0
0.999932 1
1.88305e-07 0
0.996691 1
3.2867e-07 0
1.04243e-07 0
1 1
3.30131e-06 0
0.999839 1
0.000126401 0
3.57128e-12 0
0.00957854 0
6.94789e-16 0
0.999696 1
0.990278 1
1 1
5.92428e-13 0
0.997881 1
1.1457e-07 0
1 1
0.999989 1
8.75453e-10 0
4.92102e-15 0
3.97585e-08 0
1 1
1 1
0.000248643 0
4.73426e-12 0
0.99996 1
2.36593e-13 0
0.996012 1
0.992791 1
1 1
5.38577e-20 0
1 1
1 1
1.51685e-09 1
0.99987 1
1.52817e-16 0
0.00188225 0
2.50743e-10 0
1 1
7.442e-13 0
0.00349747 0
0.999998 1
2.94744e-18 0
1.85713e-11 0
0.999984 1
0.999925 1
6.75828e-16 0
0.00194749 0
0.999993 1
1 1
0.996157 1
8.69945e-12 0
1.31976e-11 0
1 1
0.00991542 0
1.88967e-07 0
0.999997 1
1.47391e-05 0
7.09497e-07 0
0.999986 1
3.22675e-08 0
0.992104 1
0.00443552 0
0.99692 1
4.4131e-12 0
0.999999 1
2.46229e-08 0
1.81239e-07 0
1.25865e-10 0
0.995947 1
1 1
7.69801e-10 0
3.03759e-05 0
0.00513179 0
1.03498e-14 0
3.37608e-07 1
1 1
0.999986 1
1 1
4.76184e-10 0
1.11675e-16 0
0.999919 1
1 1
1 1
3.68173e-11 0
1.35707e-20 0
2.80202e-08 0
1.00994e-11 0
1 1
1.43825e-11 0
0.99957 1
1 1
6.34e-12 0
3.72187e-12 0
0.18274 0
1 1
0.999992 1
0.789636 1
2.60189e-11 0
0.999997 1
0.999972 1
1 1
1.13456e-08 1
1 0
1 1
3.31522e-11 0
7.21487e-06 0
5.32342e-08 0
0.999974 1
0.993511 1
0.999826 1
1 1
4.90845e-09 0
1.15369e-07 0
2.24931e-06 0
0.991335 1
5.47892e-10 0
1.10819e-08 0
1 0
4.66352e-06 1
0.999108 1
0.804336 1
0.999196 1
1 0
0.439575 1
2.24632e-11 0
2.15756e-06 0
0.000200259 0
1.31259e-06 0
0.997805 1
1 1
1 1
2.01771e-11 0
0.996687 1
0.9977 1
1 1
1.5239e-06 0
1 1
0.999998 1
3.04214e-09 0
5.65137e-15 0
0.0375841 1
0.996174 1
0.996178 0
9.21439e-07 0
5.37408e-14 0
0.997919 1
1 1
1.89863e-11 0
1.7801e-08 0
0.999996 1
0.999999 1
1 0
0.99991 1
0.999963 1
3.48908e-15 0
1.83654e-11 1
2.02904e-10 0
1.91532e-08 0
0.999997 1
1 1
1 1
0.000283217 0
1 1
7.31695e-07 0
9.57296e-16 0
1 1
0.977391 1
3.22414e-10 0
2.31926e-07 0
1 1
0.999996 1
4.55685e-07 0
0.00690414 1
1.34998e-07 0
7.0613e-20 0
0.0236535 0
7.90245e-15 0
1 0
3.40731e-11 0
0.00557746 0
0.00015527 1
3.75264e-07 0
0.999017 1
1 0
1 0
2.71834e-09 1
0.999934 1
1.16506e-10 0
7.43148e-12 0
1 1
1.51197e-06 0
2.84647e-08 0
7.80259e-05 0
8.94262e-11 1
0.999993 1
2.08275e-11 0
0.999999 1
2.45441e-11 0
7.59597e-10 0
1 1
3.80025e-12 0
4.58735e-11 0
1 0
1.87704e-07 0
4.62576e-05 0
3.64504e-14 0
3.36047e-10 0
1 1
0.999899 1
0.999993 0
1 1
1 1
6.54616e-18 0
2.1723e-08 0
1.05441e-06 0
2.70226e-07 0
3.0339e-10 0
2.8675e-19 0
6.14668e-12 0
0.999989 1
0.999889 0
1.38911e-15 0
0.63019 1
3.94625e-13 0
1 0
0.508199 1
0.118264 0
1 1
3.08264e-06 0
0.0337333 1
2.96653e-08 0
1.65788e-11 0
0.383098 0
1 1
1 0
1 1
1.20069e-10 0
0.999957 1
1.34833e-11 0
5.66564e-09 0
3.04957e-07 0
0.0241564 0
0.520339 0
0.999988 1
1.1608e-05 0
1 1
1.56779e-11 0
0.999939 0
4.15457e-14 0
1 0
1.55321e-10 0
0.999999 1
0.999999 1
2.82943e-06 0
0.999996 1
6.2362e-10 0
1 1
